smiles,logP,logP_class,image_path
CCN(C(=O)[C@H](C)N[C@@H](C)c1ccc2c(c1)OCCO2)c1ccccc1,3.55,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_162.png
CC(C)[C@](C)(O)CNC(=O)Cn1ccc2ccccc21,2.1645,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_163.png
C[C@@H]1C[NH+]2CCCC[C@@H]2CN1CCC(C)(C)C(N)=S,0.8303,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_164.png
COc1c(S(=O)(=O)N2C[C@@H](C)O[C@H](C)C2)ccc(Cl)c1Cl,2.7999,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_165.png
CC(C)C[NH+]1CCN(CC(=O)N2CCC[C@@H]2c2ccc3c(c2)OCCO3)CC1,0.9778,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_166.png
COC(=O)C(C)(C)[C@H]1CCC[NH+]([C@@H]2CCN(c3ccccc3F)C2=O)C1,1.4251,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_167.png
CC[C@@H]1C(=O)NC(=O)C[C@]1(C)Cc1ccccc1OC,2.3167,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_168.png
O=S(=O)([N-]c1ccc(OC(F)F)c(Cl)c1)c1cccc(OC(F)(F)F)c1,5.2341,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_169.png
Cc1ncsc1CCOC(=O)[C@H]1CC(=O)N(CC(F)(F)F)C1,1.94802,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_170.png
COc1ccc(-c2cc(C(=O)NCC3CCOCC3)on2)cc1,2.5066,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_171.png
Cc1ccc([C@@H](CNC(=O)Nc2ccnn2C(C)C)N2CCOCC2)o1,2.56042,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_172.png
CC[NH+](CC)CC(=O)NCC(=O)c1ccccc1,-0.0898,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_173.png
Cc1occc1C(=O)N[C@@H](c1ccccc1)c1ccc2nc(C(F)(F)F)[nH]c2c1,5.00252,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_174.png
Cc1cccc2sc(OC3CCN(C(=O)/C=C/c4ccco4)CC3)nc12,4.28092,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_175.png
COCC[NH2+][C@@H](C)C(=O)Nc1ccc(S(N)(=O)=O)cc1,-1.1292,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_176.png
C[C@H](c1ccccc1)S(=O)(=O)CC(=O)N1CCCc2ccccc21,3.1418,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_177.png
COC(=O)CNC(=O)[C@@](C)(N)C(F)(F)F,-0.4447,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_178.png
C[C@H](NC(=O)Cc1ccc(Cl)cc1)c1ccncc1,3.1549,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_179.png
O=C(NCCCn1cc[nH+]c1)NNC(=O)[C@@H]1COc2ccccc2C1,0.274,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_180.png
O=[N+]([O-])c1ccccc1CNc1ccccc1F,3.346,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_181.png
[NH3+]CC1(NS(=O)(=O)c2ccc(F)cc2)CCCCC1,1.0488,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_182.png
Cc1ccc(NC(=O)NCCNc2ccc(-n3cccn3)nn2)cc1,2.20432,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_183.png
CC(C)(C)OC1CC[NH+](CC2=Cc3cc(Br)ccc3OC2)CC1,3.0873,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_184.png
C=CC[NH+](CC(=O)[O-])C[C@H]1CCC[C@H](C)C1,-0.3665,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_185.png
O=C([O-])CC1C[C@@H]2CC[C@H](C1)[NH+]2C[C@@H]1CNC(=O)O1,-1.9393,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_186.png
C[C@H]1CN(CCNC(=O)c2ccc[nH]c2=O)C[C@H](C)O1,0.2139,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_187.png
CNC(=O)[C@@H]1CCCCN1C(=O)c1ccc(Br)nc1,1.5848,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_188.png
N#Cc1nc(N2CCC(OC[C@H]3CCCO3)CC2)ccc1Cl,2.77108,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_189.png
CCOC(=O)[C@H](C)N1C(=O)/C(=C/c2cc(Br)c(OC)c(OC)c2)SC1=S,3.6191,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_190.png
COC(=O)C[C@H]1CCCCN1C(=O)C=C1CCSCC1,2.384,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_191.png
CN(Cc1ccc(Cl)s1)Cn1ncn(C2CC2)c1=S,3.5533900000000003,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_192.png
O=C(CCn1cnc2sccc2c1=O)Nc1ccccc1Oc1ccccc1,4.2791,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_193.png
CCCN(CC1CC1)c1cc2c(cc1Cl)[C@@H](N)C(=O)N2,2.9183,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_194.png
Cc1cccc(C(=O)N2C[C@@H](C)OCC2(C)C)c1F,2.77362,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_195.png
Cc1ccc2c(c1)CN(S(C)(=O)=O)C[C@@]1(CCC[NH+](Cc3ccccc3)C1)O2,1.76672,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_196.png
C[C@H]1CC(C(=O)N2CCN(C(=O)C3C[C@H](C)O[C@H](C)C3)C[C@H]2C)C[C@H](C)O1,2.4529,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_197.png
CC(C)[C@@H](NC(=O)c1ccc(Cl)cc1Cl)C(=O)N1CCN(c2ncccn2)CC1,2.8866,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_198.png
C[C@H](CC1CCCC1)C(=O)NCC1([O-])CCC1,1.602,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_199.png
Brc1c[nH]c(-c2nc(-c3cccs3)no2)c1,3.5557,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_200.png
Cc1ccccc1N1C(=O)C2=CN=NC2=N[C@@H]1SCC(=O)c1ccc(Cl)cc1,4.642919999999998,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_201.png
COc1ccccc1/C=C/C(=O)OC[C@H]1CC1(Cl)Cl,3.4454,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_202.png
O=C(CSc1nc2scc(-c3ccccc3)c2c(=O)[nH]1)NC1CCCC1,3.8025,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_203.png
CCc1nc(-c2ccccn2)cc(N2CC[NH2+]CC2)n1,0.4844,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_204.png
Cc1noc(COC(=O)c2ccc(-n3cncn3)cc2C)n1,1.62414,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_205.png
CN1CC[NH+](C)C[C@H]1[C@H](O)Cc1ccncc1,-1.1863,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_206.png
CC1=[N+](c2ccc(C)cc2)C(SCC(=O)Nc2cccc(C(F)(F)F)c2)=NC(C)(C)C1,6.028919999999999,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_207.png
Cc1cc(C[NH2+]Cc2cccnc2)c(C)n1-c1ccc(Cl)cc1,3.40614,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_208.png
Cc1ccccc1NC(=O)CSc1nnc([C@H]2CCCN2C(=O)c2ccccc2Cl)n1C,4.48502,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_209.png
CO[C@@H]1CCCN(C(=O)NCCCn2nc3n(c2=O)CCCC3)C1,0.5916,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_210.png
CC(C)(C)c1ccc(C(=O)N(C[C@@H]2CCCO2)c2nc3ccc(S(C)(=O)=O)cc3s2)cc1,4.8231,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_211.png
CC(C)OC(=O)c1ccc(OCc2ncoc2C(C)C)cc1,3.9422,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_212.png
CCN(Cc1cccc(C)c1)C(=O)Nc1ccccc1N1CCCC1=O,4.17582,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_213.png
COc1ccc(S(=O)(=O)N2CCC[C@H](C(=O)Nc3cc(C)ccc3C)C2)cc1,3.35144,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_214.png
C[NH+]1CC[C@](O)(C2(C[NH3+])CCCC2)C1,-1.5618,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_215.png
[NH2+]=C(c1n[n-]nc1Cl)N1CCCCC1,-0.9212,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_216.png
CCCN[C@@H]1c2cc(OC)ccc2C[C@@H]1[NH+](C)[C@@H](C)CC,1.9738,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_217.png
Cc1cc(C)cc(NC(=O)N2CCC[C@H]2c2ccccc2C)c1,4.98086,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_218.png
O=C(Nc1cc(N2CCN(Cc3ccccc3)CC2)ncn1)c1cccc2ccccc12,4.2043,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_219.png
Cc1cccc(NC(=O)Cn2ccn3nc(-c4ccccc4)cc3c2=O)c1C,3.41854,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_220.png
O=C(Nc1ccnn1Cc1ccccc1)c1cccnc1Sc1ccc2c(c1)OCCO2,4.5011,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_221.png
COc1ccc(C(=O)[O-])cc1NC(=O)c1ccccc1Cl,1.9644,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_222.png
O=C(CCl)Nc1sc2c(c1C(=O)c1ccccc1)CCCC2,4.0352,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_223.png
O=C(NCc1nnc2n1CCC2)Nc1nnc(C2CC2)s1,1.2749,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_224.png
C[C@H]([NH2+]Cc1ccc(Cl)cc1)C(=O)Nc1ccccc1,2.4306,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_225.png
C[C@H]1c2ccsc2CC[NH+]1Cc1cnc(N)s1,1.489,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_226.png
C[C@H]1CC([NH2+][C@@H](C)c2c[nH]c3cc(F)ccc23)C[C@H](C)O1,2.8874,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_227.png
CC(=O)Nc1cc(NC(=O)[C@@H](C)Oc2cccc(C(C)C)c2)ccc1F,4.3135,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_228.png
Cc1cc(NC(=O)C(C)(C)C)sc1C(=O)N1C[C@H](CO)OC[C@@H]1C,2.2629200000000003,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_229.png
C[C@@H](Sc1ccc(Br)cc1N)C(=O)Nc1ccccc1,4.1506,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_230.png
Cn1nccc1CNC(=O)c1ccc(F)c(S(=O)(=O)NC(C)(C)C)c1,1.5659999999999998,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_231.png
COc1ccc([C@H]2CC(=O)c3cnc(Nc4ccc(F)cc4)nc3C2)cc1OC,4.2892,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_232.png
CN1C(=O)CO[C@H](C(=O)NCCC[NH+](C)C)[C@@H]1c1ccccc1,-0.7643,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_233.png
O=c1c2ccccc2nc(N/N=C/c2ccc(Cl)o2)n1-c1ccccc1,4.0781,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_234.png
C[C@@H](C(=O)Nc1cccc(F)c1)[S@@](=O)Cc1noc(Cc2ccccc2)n1,3.0754,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_235.png
CCOC(=O)[C@]1(NC)CC[C@H](Oc2ccccc2F)C1,2.2783,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_236.png
O=C(CCCc1nc(-c2cnccn2)no1)c1ccc(Cl)cc1,3.3856,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_237.png
NNC(=O)C[S@@](=O)Cc1ccc(Cl)cc1Cl,1.232,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_238.png
C#Cc1cccc(NC(=O)CBr)c1,2.0013,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_239.png
Cc1ccc(C(=O)N2CCC[C@@H](C(=O)N3CCCN(Cc4ccc(C#N)cc4)CC3)C2)cc1,3.4534,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_240.png
O=C([O-])CSc1nc2ncccc2[nH]1,-0.2001,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_241.png
COc1cc([C@H](C)NC(=O)N[C@@H](C)c2ccccc2)ccc1OC(C)C,4.6038,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_242.png
CCc1noc(-c2ccc(NC)c([N+](=O)[O-])c2)n1,2.2489,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_243.png
CCn1cc(C(=O)N2CCN(C(=O)c3cccs3)CC2)c2nn(-c3ccccc3)c(=O)c-2c1,2.8184,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_244.png
NC(=O)c1cc2ccccc2nc1C1CCN(C(=O)Cc2cccc(Cl)c2)CC1,3.9358,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_245.png
C[NH+](Cc1nc2c(oc3ccccc32)c(=O)[nH]1)Cc1cccc(Cl)c1Cl,3.1910000000000003,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_246.png
C=C[C@H](CC(=O)Nc1cc(C)nn1-c1ccc(C)nn1)c1ccccc1,3.57754,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_247.png
COc1cc(NC(=O)c2cc(-c3ccccc3)nc3c2cnn3C)cc(OC)c1OC,3.9134,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_248.png
Cc1ccccc1CN1C(=O)C(=O)c2ccccc21,2.72452,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_249.png
COc1cccc(/C=C/C(=O)c2ccc(F)cc2)c1O,3.4360000000000004,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_250.png
C[C@@H]1CN(C2=NC(=O)/C(=C\c3ccc(OCc4ccccc4)cc3)S2)C[C@@H](C)O1,4.3451,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_251.png
O=Cc1ccc(COc2ccc(Cl)cc2Cl)o1,3.9779,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_252.png
COC(=O)[C@H](CNC(=O)c1cc(C)nn1C)Oc1ccc(F)cc1,1.21802,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_253.png
Cc1nc2ccc(N(C)CCCN3C(=O)CNC3=O)cc2s1,1.98282,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_254.png
C=C[n+]1c(N)n(Cc2ccccc2)c2ccccc21,2.6598,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_255.png
CCOCC[NH+]1CCCN(c2ccc(C(F)(F)F)cn2)CC1,1.2319,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_256.png
Cc1nc([C@H]2CCCN(C(=O)c3cnccn3)C2)nc2c1CC(=O)N2Cc1ccc(F)cc1,2.82322,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_257.png
CCN(CC#N)C(=O)N1CCCC1,1.04768,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_258.png
CCOC(=O)c1nc(CC)oc1NC(=O)/C=C/c1cncc(F)c1,2.5997,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_259.png
CC[C@@](C)(C(=O)Cc1cc(C)nn1C)[NH+]1CCCC1,0.68752,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_260.png
C[C@@H]1CCCC[C@H]1NC(=O)[C@@H](C)[NH+]1CCCN(CC(F)F)CC1,0.9255,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_261.png
C[C@@H]1CCCN(C(=O)C(=O)Nc2ccc(I)cc2)C1,2.4882,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_262.png
Cc1cc(C(=O)NC2(CC(=O)[O-])CCC2)sc1C,1.15744,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_263.png
O=C(NCc1ccccc1)c1cccnc1[C@H]1CCCC[NH+]1CC(=O)N1CCNC1=O,0.6733,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_264.png
COc1cccc(C(=O)N(CC2=CC=C[C@@H]3N=CC=C23)C2CC2)c1OC,3.184,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_265.png
CCOc1cc2c(cc1CNC(=O)c1ccccc1C)O[C@@H](C)C2,3.64712,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_266.png
COc1ccc(C)cc1NC(=O)CCC(=O)c1ccccc1,3.60522,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_267.png
O=C(Cc1ccccc1)/N=C1/S[C@H]2CS(=O)(=O)C[C@@H]2N1c1ccc(Cl)cc1,3.1841,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_268.png
O=C(NC[C@@H](c1cccnc1)[NH+]1CCN(c2ccc(F)cc2)CC1)c1cccs1,2.1584,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_269.png
C[C@@H]1C[NH2+]CC[C@H]1N1CCCC1,0.054,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_270.png
CC[NH+](CC(=O)Nc1ccc2c(c1)OCCO2)Cc1cccc([N+](=O)[O-])c1,1.4095,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_271.png
Cc1nc(-n2cccc2)sc1C(=O)Nc1nnc(C(C)C)s1,3.4694199999999995,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_272.png
CC[NH2+][C@H](C)c1nc(CCC(F)(F)F)no1,1.2088,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_273.png
Cc1cc(C)c(/C=N/Nc2nc(N3CCOCC3)nc(N3CCOCC3)n2)c(C)c1,1.91606,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_274.png
O=C(c1ccc2[nH]ccc2c1)N1CCC[C@](O)(C[NH+]2CCCC2)C1,0.8137,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_275.png
Cc1cc(C(=O)NCc2ncc3c(n2)CCC3)c2ccc(C)c(C)c2n1,3.36876,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_276.png
CCC(=O)N1CCC[C@H](C(=O)N(C)CCOC)C1,0.7398,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_277.png
CCS(=O)(=O)c1ccccc1C(=O)N1CCC[C@H](C)C1,2.3523,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_278.png
CC(C)(C)OC(=O)c1ccnc(Cl)c1,2.6903,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_279.png
O=C(NCc1ccc(Cl)nc1)NCc1cc2ccccc2o1,3.4806,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_280.png
COc1ccccc1C(=O)NC(=S)N(C)C1CCCCC1,2.9744,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_281.png
COc1nccnc1N1CCC(Cc2nncn2-c2ccccc2)CC1,2.525,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_282.png
CC[NH+]1CCCC[C@H]1C(=O)NNC(=O)c1ccc(C)o1,-0.19368,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_283.png
Cc1c(NC(=O)c2cc(F)ccc2O)cccc1C(=O)N1CCOCC1,2.56442,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_284.png
CCN1CCc2cc(/C=C3/C(=O)NC(=O)N(c4ccc(F)cc4)C3=O)ccc21,2.8745,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_285.png
CN(C1CC[NH+](C[C@H]2C[C@@H]2c2ccccc2)CC1)S(C)(=O)=O,0.7288,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_286.png
CC1(C)C(=O)N(C[C@@H]2CO2)C(=O)N1C[C@H]1CO1,-0.1732,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_287.png
CCCCS[C@@H](C)C(=O)NCc1cn2cc(Cl)ccc2n1,3.5257,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_288.png
O=C(NC1CC1)c1cccc(NCc2cc(Cl)cs2)c1,3.9058,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_289.png
C[C@H]1CCC[C@@H](C)N1C(=O)[C@H]1C[C@H]1c1ccccc1Cl,4.2330000000000005,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_290.png
Cc1cc(C)cc(N2C(=O)[C@@H]3[C@@H]4CCCN4[C@H](C(=O)c4ccc(Cl)cc4)[C@@H]3C2=O)c1,3.79194,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_291.png
C[C@@H]1CCN(C(=O)OC(C)(C)C)c2nc(CCO)ccc21,2.8651,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_292.png
C#Cc1cc(F)c(NC(=O)NC[C@@H](C)c2ccccc2OC)c(F)c1,3.8799,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_293.png
Cc1ccccc1C(=O)N[C@H](C)c1nnc2n1CC[NH+](Cc1ccc(-c3ccccc3Cl)o1)CC2,3.63212,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_294.png
CC(C)[NH+](CCNC(=O)N1CCN(c2ncccc2F)CC1)C(C)C,0.754,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_295.png
CC(=O)Nc1ccc(NC(=O)CN2C(=O)[C@H](C)N(c3ccc(Cl)cc3)C2=O)cc1,3.0942,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_296.png
CCC[C@H](C(=O)[O-])N1C(=O)/C(=C/[C@H]2C=CC=N2)SC1=S,0.6584,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_297.png
CN(C[C@@H]1CCC[NH+](C)C1)C(=O)NCc1cc(=O)[nH]c2ccccc12,0.5942,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_298.png
CCN(C)C(=O)Nc1c(/C(N)=N/O)cnn1C,-0.0018,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_299.png
O=C1C[NH+](C[C@H](O)CO)CCN1c1ccccc1-c1ccccc1,-0.0617,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_300.png
COc1ccc(NC(=O)c2ccccc2N(C)S(=O)(=O)c2cccc3cc(C)cnc23)cc1,4.62922,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_301.png
CCC[NH+](C)C[C@@H]1CCN(C(=O)NCc2cc[nH+]c(N3CCCC3)c2)C1,0.5571,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_302.png
CC(C)(C)C(=O)/C(C#N)=C/c1c(-c2ccccc2)nc2ccccn12,4.52348,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_303.png
CN(C[C@@H]1CCCN(C(=O)OC(C)(C)C)C1)c1ncc(F)cn1,2.699,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_304.png
C=CCn1c([O-])c2ccc(C(=O)NC(C3CC3)C3CC3)cc2nc1=S,2.9437900000000004,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_305.png
O=C(NCCCOc1ccc2c(c1)OCO2)c1cnn2c1SCC2,1.9164,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_306.png
CCOc1ccc(O)c(/C=N/c2cccc(-c3nc(CC)cc(=O)[nH]3)c2)c1,3.8542,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_307.png
CCOc1cc([C@H]2CC(=O)N3C(=C2C#N)SC[C@]3(O)c2cccc(OC)c2)ccc1OC,3.74568,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_308.png
O=C(NCc1ccncc1)[C@@H]1CCCN(S(=O)(=O)c2ccc3ccccc3c2)C1,2.9519,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_309.png
CCC[C@@H]1CN(C(=O)CCc2c[nH]c3c(C)cccc23)CCO1,3.43642,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_310.png
CO[C@@H]1CCCC[C@@H]1NC(=O)c1cc(F)ccc1O,2.2187,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_311.png
C[C@H]1C[C@]1([NH3+])c1cccc(F)c1,1.3027,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_312.png
COCCNC(=O)NC(=O)CNc1cccc(F)c1C,1.01822,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_313.png
CCn1cccc1C(=O)N1CC[C@H](C(=O)[O-])[C@H]1C,0.1085,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_314.png
O=C(Oc1ccc(Cl)cc1Cl)c1cccc(-n2cnnn2)c1,3.1883,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_315.png
Cc1[nH]c2ccc(CNC(=O)[C@@]34CC[C@@](C)([C@@H](O)C3)C4(C)C)cc2c1C,3.97824,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_316.png
O=C(CN1CCOC[C@@H]1C1CC1)Nc1ccccc1,1.7359,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_317.png
O=C(COc1ccc(Cl)cc1Cl)N(Cc1c(F)cccc1Cl)[C@@H]1CCS(=O)(=O)C1,4.3806,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_318.png
Cc1cccc(C)c1NC(=O)[C@H](C)[NH+](C)Cc1nnc(C2CC2)n1C,1.35124,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_319.png
CCCOc1cccc(CNC(=O)C[NH+]2CCCN(C(C)=O)CC2)c1,0.2287,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_320.png
CNC(=O)c1ccc(NC(=O)C[NH+](Cc2ccco2)C2CCCC2)cc1,1.6054,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_321.png
Cn1ccnc1[C@]1(O)COC2(CCN(C(=O)c3ccc4c(c3)OCCO4)CC2)C1,1.4742,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_322.png
CC[C@](C)(O)C[NH2+][C@H](C)c1ccc(C)c(F)c1,1.91952,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_323.png
C[C@@H](OC(=O)c1ncn(-c2ccccc2)n1)c1cnc2ccccc2c1,3.7335,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_324.png
C[C@H]1CCN(c2ccc([N+](=O)[O-])cc2/C=N/n2cnnc2)[C@H](C)C1,2.6933,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_325.png
CS(=O)(=O)c1ccc(C(=O)OCC(=O)Nc2cc3[nH]c(=O)[nH]c3cc2Br)cc1,1.8177,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_326.png
CSc1nc2ccccc2n1C[C@H](O)c1ccccc1,3.4918,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_327.png
CCOc1ccccc1/C=C1\Oc2c(ccc([O-])c2C[NH+]2CCN(C)CC2)C1=O,1.1054,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_328.png
